wafer	sensor_t1	sensor_t2	sensor_t3	sensor_t4	sensor_t5	sensor_t6	sensor_t7	sensor_t8	sensor_t9	sensor_t10	sensor_p1	sensor_p2	sensor_p3	sensor_p4	sensor_p5	sensor_p6	sensor_p7	sensor_p8	sensor_p9	sensor_p10	GB
9308	1022	1026	1027	1028	1027	1028	1026	1024	1025	1025	119	117	119	121	119	120	120	122	121	120	G
9309	1022	1022	1024	1023	1024	1023	1023	1027	1026	1024	118	117	120	121	121	119	121	122	119	120	G
9310	1025	1022	1026	1025	1027	1023	1024	1024	1025	1020	117	117	121	122	121	118	122	122	120	122	G
9311	1022	1023	1025	1025	1027	1027	1026	1022	1026	1024	117	119	120	119	121	122	120	121	121	118	G
9312	1025	1028	1024	1028	1026	1027	1023	1027	1024	1020	117	119	119	120	121	122	121	121	119	118	G
9313	1023	1022	1027	1022	1025	1023	1024	1027	1026	1025	118	118	121	122	119	121	121	121	119	120	G
9314	1024	1026	1026	1022	1028	1023	1025	1024	1026	1021	117	117	120	121	119	120	122	121	119	120	G
9315	1024	1028	1025	1024	1026	1025	1026	1022	1025	1023	117	117	121	118	119	119	122	121	121	122	G
9316	1026	1025	1023	1024	1028	1026	1026	1028	1026	1022	117	117	120	122	121	118	122	122	119	121	G
9317	1023	1024	1025	1024	1028	1026	1026	1023	1026	1021	118	118	120	119	120	121	120	122	120	122	G
9318	1023	1023	1024	1025	1026	1025	1026	1025	1026	1024	117	119	121	121	120	121	120	122	121	120	G
9319	1026	1024	1027	1028	1027	1024	1025	1027	1023	1026	119	119	121	120	120	118	120	121	119	122	G
9320	1025	1024	1027	1025	1025	1027	1025	1028	1026	1021	118	118	119	118	119	122	120	122	121	118	G
9321	1024	1025	1023	1024	1024	1024	1025	1025	1023	1022	118	118	120	121	121	118	121	122	119	120	G
9322	1024	1028	1025	1022	1028	1022	1025	1025	1025	1021	118	119	120	122	120	119	122	122	120	121	G
9323	1026	1025	1024	1022	1025	1028	1024	1024	1025	1025	118	118	121	122	120	118	121	122	121	118	G
9324	1022	1028	1023	1026	1026	1026	1023	1023	1024	1021	119	117	120	122	121	119	120	121	119	118	G
9325	1025	1027	1023	1023	1024	1023	1023	1028	1025	1022	117	118	121	119	121	122	122	121	119	119	G
9326	1024	1024	1023	1023	1027	1025	1024	1023	1024	1026	117	118	121	119	120	122	122	122	119	120	G
9327	1023	1025	1025	1025	1028	1022	1027	1024	1026	1022	119	119	119	119	119	121	120	122	121	120	G
9328	1026	1023	1023	1027	1025	1023	1027	1025	1026	1024	117	117	120	122	119	119	120	121	121	119	G
9329	1026	1027	1023	1022	1025	1028	1024	1022	1027	1022	118	119	121	118	120	119	122	122	120	122	G
9330	1026	1022	1025	1026	1027	1027	1027	1024	1026	1023	117	118	120	121	120	121	120	121	119	121	G
9331	1026	1025	1025	1025	1028	1026	1023	1025	1024	1023	118	117	121	120	120	120	121	122	120	122	G
9332	1022	1026	1025	1026	1028	1024	1024	1024	1024	1022	117	118	121	122	119	120	121	121	120	122	G
9333	1024	1027	1024	1025	1026	1024	1025	1023	1026	1021	117	117	120	122	119	120	122	122	120	121	G
9334	1026	1026	1026	1024	1028	1024	1025	1026	1027	1024	118	119	120	122	121	119	120	121	121	122	G
9335	1026	1024	1025	1026	1028	1027	1027	1025	1025	1020	117	119	121	120	119	120	121	122	121	120	G
9336	1026	1027	1026	1023	1027	1026	1023	1023	1024	1021	117	118	119	119	121	120	121	121	121	121	G
9337	1022	1022	1023	1022	1028	1028	1023	1026	1026	1025	119	118	119	121	120	119	122	122	119	118	G
9338	1022	1028	1026	1027	1025	1027	1026	1027	1025	1021	117	118	120	121	120	121	121	121	119	121	G
9339	1024	1026	1023	1026	1025	1027	1023	1027	1025	1023	117	117	120	122	121	121	122	122	120	121	G
9340	1022	1024	1024	1028	1026	1022	1024	1026	1023	1023	118	119	120	121	119	122	122	122	119	119	G
9341	1026	1022	1026	1028	1027	1027	1026	1025	1025	1020	118	117	120	118	121	122	122	121	120	122	G
9342	1026	1026	1026	1026	1025	1025	1025	1027	1023	1020	118	119	121	122	121	121	120	122	120	119	G
9343	1026	1027	1023	1026	1028	1023	1026	1027	1023	1021	118	118	119	119	119	122	120	122	119	119	G
9344	1023	1026	1026	1023	1028	1026	1024	1026	1027	1026	118	119	120	122	121	121	122	122	121	122	G
9345	1023	1027	1024	1022	1024	1022	1026	1025	1024	1022	117	117	121	122	121	119	122	122	121	121	G
9346	1025	1024	1024	1028	1026	1026	1025	1028	1025	1023	118	119	121	119	121	118	120	122	119	119	G
9347	1024	1025	1027	1026	1024	1028	1026	1024	1023	1024	118	118	121	118	121	122	120	121	120	122	G
9348	1022	1023	1027	1023	1024	1025	1027	1025	1024	1023	118	119	120	120	120	120	120	122	119	122	G
9349	1025	1022	1025	1022	1028	1025	1023	1024	1026	1025	117	118	121	119	121	121	121	122	120	121	G
9350	1025	1028	1024	1023	1024	1024	1027	1025	1023	1023	117	117	119	122	120	120	120	122	121	118	G
9351	1024	1026	1025	1026	1026	1025	1025	1026	1027	1024	118	118	121	118	120	121	121	121	121	121	G
9352	1024	1023	1026	1022	1026	1026	1026	1026	1026	1026	117	118	120	121	120	121	122	121	120	120	G
9353	1026	1024	1023	1025	1025	1027	1026	1026	1027	1026	117	118	121	121	121	121	121	122	120	119	G
9354	1024	1027	1026	1026	1024	1023	1025	1025	1025	1026	118	118	120	121	119	122	122	122	120	121	G
9355	1023	1022	1026	1027	1025	1025	1025	1023	1025	1025	119	118	120	121	120	120	121	121	121	119	G
9356	1023	1024	1026	1027	1028	1025	1023	1024	1023	1026	118	118	119	120	119	118	122	122	121	119	G
9357	1026	1027	1026	1023	1026	1023	1025	1025	1025	1021	119	118	121	118	120	119	122	122	119	120	G
9358	1026	1023	1025	1025	1024	1025	1027	1022	1027	1022	119	119	120	120	121	121	122	121	121	119	G
9359	1022	1023	1027	1027	1028	1028	1027	1022	1024	1024	119	117	119	122	120	119	122	122	119	118	G
9360	1025	1024	1026	1028	1026	1028	1025	1023	1024	1021	117	117	120	120	119	122	120	121	120	122	G
9361	1025	1028	1026	1025	1027	1022	1026	1026	1027	1025	117	119	119	122	120	119	120	121	120	118	G
9362	1025	1022	1024	1024	1026	1027	1024	1025	1026	1020	117	119	121	121	119	122	120	122	121	118	G
9363	1024	1022	1025	1028	1028	1027	1026	1028	1023	1023	119	118	120	122	120	118	122	122	119	118	G
9364	1022	1023	1025	1028	1028	1025	1023	1026	1024	1025	119	117	121	120	119	121	120	122	120	120	G
9365	1026	1024	1027	1023	1027	1027	1027	1026	1023	1020	118	118	121	120	121	120	121	122	119	121	G
9366	1026	1028	1024	1027	1027	1025	1027	1023	1026	1020	118	117	120	122	120	118	121	121	121	121	G
9367	1024	1026	1023	1022	1025	1023	1026	1027	1027	1026	118	118	119	121	120	118	120	121	120	121	G
9368	1022	1023	1027	1024	1028	1023	1026	1022	1025	1024	119	119	120	122	120	122	121	121	119	121	G
9369	1025	1026	1026	1027	1027	1022	1026	1022	1027	1024	117	117	120	118	120	120	121	121	120	120	G
9370	1026	1025	1023	1025	1025	1027	1025	1025	1025	1023	119	117	119	119	120	119	122	121	120	122	G
9371	1022	1026	1025	1028	1027	1025	1027	1027	1024	1026	119	119	120	118	119	120	120	122	120	118	G
9372	1023	1026	1024	1023	1024	1027	1027	1027	1024	1022	117	118	120	120	120	122	122	122	119	122	G
9373	1023	1023	1024	1028	1024	1026	1023	1024	1025	1023	117	117	120	121	119	122	120	121	121	120	G
9374	1025	1022	1023	1027	1028	1022	1027	1023	1026	1023	118	119	119	122	121	119	122	122	120	119	G
9375	1024	1023	1026	1028	1027	1027	1025	1025	1023	1025	119	119	119	121	119	120	120	121	119	122	G
9376	1023	1027	1026	1027	1027	1023	1026	1027	1025	1021	117	119	121	122	121	118	122	121	119	121	G
9377	1024	1027	1026	1026	1027	1027	1026	1023	1025	1021	117	119	120	120	119	120	120	121	119	122	G
9378	1022	1027	1025	1022	1026	1028	1025	1025	1023	1021	118	118	121	118	120	118	121	121	121	122	G
9379	1024	1024	1024	1028	1024	1026	1024	1023	1026	1021	118	119	120	120	120	120	121	121	119	121	G
9380	1025	1023	1024	1026	1027	1025	1024	1024	1025	1022	117	119	120	121	120	121	120	122	121	118	G
9381	1026	1027	1027	1023	1026	1022	1025	1023	1023	1020	118	119	121	121	121	120	120	121	119	119	G
9382	1026	1027	1025	1022	1028	1027	1024	1023	1027	1025	117	119	121	118	120	121	121	121	119	118	G
9383	1022	1024	1023	1025	1027	1023	1024	1027	1027	1022	118	119	121	118	120	120	121	122	120	119	G
9384	1025	1023	1023	1027	1027	1022	1024	1023	1024	1022	117	118	120	119	119	119	120	121	121	121	G
9385	1024	1023	1023	1028	1025	1023	1024	1028	1024	1020	119	118	120	121	119	121	121	122	120	121	G
9386	1022	1025	1024	1025	1027	1025	1027	1027	1026	1021	118	118	121	119	121	118	122	122	119	122	G
9387	1023	1024	1023	1024	1026	1026	1025	1027	1023	1026	119	117	121	122	120	121	122	121	120	120	G
9388	1025	1025	1027	1025	1026	1024	1027	1023	1025	1025	117	118	120	122	121	122	120	122	119	122	G
9389	1024	1023	1026	1025	1028	1025	1024	1023	1024	1020	117	119	121	121	119	120	121	122	120	119	G
9390	1026	1028	1024	1025	1027	1026	1024	1025	1024	1026	118	117	119	118	119	122	120	122	121	122	G
9391	1023	1026	1026	1024	1028	1023	1025	1025	1026	1023	118	119	119	118	121	118	121	121	121	121	G
9392	1025	1022	1027	1025	1028	1027	1023	1025	1025	1025	118	118	121	119	119	119	122	122	120	119	G
9393	1025	1024	1027	1023	1027	1025	1027	1026	1025	1023	118	119	119	118	120	122	122	121	119	119	G
9394	1025	1028	1027	1025	1028	1027	1025	1023	1027	1024	119	117	120	119	121	118	121	122	120	120	G
9395	1022	1026	1026	1026	1024	1022	1024	1025	1025	1022	118	118	121	118	121	122	121	121	121	120	G
9396	1022	1022	1023	1027	1025	1027	1024	1026	1023	1026	119	117	119	118	121	118	122	121	120	121	G
9397	1023	1027	1026	1022	1028	1025	1026	1027	1024	1022	117	117	119	122	120	121	122	121	121	119	G
9398	1023	1027	1025	1024	1026	1022	1024	1028	1027	1021	119	119	121	119	120	122	120	121	119	120	G
9399	1023	1027	1025	1028	1027	1024	1025	1025	1024	1025	117	117	121	122	120	122	122	121	120	120	G
9400	1026	1022	1025	1028	1027	1025	1024	1028	1027	1021	118	119	119	121	120	118	121	121	120	118	G
9401	1024	1025	1023	1022	1027	1023	1023	1024	1027	1026	119	118	119	121	120	119	122	121	120	118	G
9402	1026	1027	1023	1023	1025	1027	1027	1025	1026	1023	119	117	119	118	119	119	122	122	121	120	G
9403	1025	1028	1026	1025	1025	1023	1027	1027	1025	1021	118	119	120	121	119	120	121	121	121	118	G
9404	1026	1026	1024	1025	1028	1024	1024	1022	1023	1022	119	119	119	120	120	122	120	121	121	118	G
9405	1023	1022	1023	1023	1025	1026	1023	1025	1026	1024	118	119	120	120	121	118	122	122	120	119	G
9406	1023	1025	1026	1025	1028	1023	1023	1026	1026	1024	119	117	119	119	119	122	121	121	119	118	G
9407	1023	1026	1023	1023	1028	1027	1027	1024	1025	1022	117	118	121	122	121	119	121	121	120	122	G
9408	1025	1027	1024	1028	1026	1023	1023	1024	1025	1021	119	119	121	121	119	122	121	121	119	121	G
9409	1024	1023	1024	1027	1024	1025	1025	1025	1023	1023	119	117	120	122	120	118	121	122	119	121	G
9410	1022	1027	1026	1027	1028	1024	1023	1026	1023	1020	118	118	121	118	121	122	122	121	120	121	G
9411	1025	1025	1024	1024	1024	1027	1027	1023	1026	1022	119	119	120	120	119	118	121	122	120	119	G
9412	1025	1028	1024	1027	1026	1023	1025	1023	1026	1020	117	118	121	118	121	119	122	122	119	119	G
9413	1022	1027	1024	1026	1027	1023	1027	1023	1025	1024	119	117	119	118	119	122	121	122	119	118	G
9414	1022	1026	1024	1022	1024	1023	1027	1022	1023	1021	119	117	119	119	119	119	120	121	119	119	G
9415	1026	1028	1026	1027	1026	1028	1023	1025	1023	1020	117	118	120	121	120	119	121	121	120	120	G
9416	1024	1025	1025	1024	1026	1024	1027	1024	1024	1021	119	118	119	122	120	120	120	122	120	119	G
9417	1022	1024	1024	1028	1027	1028	1023	1025	1023	1023	119	117	121	121	121	119	122	122	121	122	G
9418	1025	1025	1027	1023	1027	1028	1027	1023	1027	1026	117	119	119	119	121	120	122	121	121	120	G
9419	1022	1028	1025	1023	1026	1024	1024	1023	1024	1022	118	119	119	119	120	119	121	121	121	120	G
9420	1025	1024	1027	1023	1026	1027	1026	1026	1026	1023	117	119	121	118	121	121	122	121	120	121	G
9421	1025	1026	1025	1028	1028	1023	1024	1028	1026	1022	117	119	120	121	120	122	120	122	120	118	G
9422	1024	1023	1024	1027	1026	1027	1026	1026	1025	1022	117	119	119	118	119	119	120	122	120	120	G
9423	1025	1028	1024	1022	1027	1024	1027	1028	1023	1025	117	119	120	120	121	122	120	122	119	121	G
9424	1023	1022	1027	1022	1024	1023	1024	1028	1025	1026	118	117	120	121	120	120	121	122	121	120	G
9425	1022	1028	1026	1024	1025	1023	1027	1027	1023	1022	119	117	119	119	119	119	121	121	119	121	G
9426	1023	1025	1027	1023	1027	1028	1024	1026	1026	1020	118	118	120	119	119	119	120	121	119	120	G
9427	1026	1022	1026	1026	1025	1023	1024	1025	1027	1026	119	117	121	121	119	118	120	121	121	121	G
9428	1025	1027	1027	1028	1028	1024	1026	1027	1025	1024	117	118	120	119	119	120	121	122	120	121	G
9429	1024	1024	1025	1026	1024	1028	1023	1026	1025	1024	118	119	121	122	121	121	121	121	119	121	G
9430	1025	1022	1025	1024	1025	1022	1024	1022	1025	1020	119	117	120	118	119	121	122	122	120	120	G
9431	1024	1027	1024	1028	1024	1028	1024	1023	1025	1020	118	117	119	122	121	118	122	122	119	118	G
9432	1026	1024	1025	1025	1026	1023	1023	1026	1027	1024	118	119	120	118	120	118	121	122	120	119	G
9433	1026	1023	1025	1022	1025	1027	1025	1028	1025	1025	119	117	119	118	121	121	122	122	120	119	G
9434	1026	1026	1025	1026	1025	1023	1024	1023	1023	1021	118	117	121	119	119	121	121	122	121	119	G
9435	1022	1025	1026	1025	1028	1028	1025	1022	1024	1020	118	119	121	122	119	120	122	121	121	120	G
9436	1025	1022	1027	1027	1024	1022	1023	1028	1027	1024	119	119	121	120	121	119	122	121	121	119	G
9437	1023	1023	1023	1026	1024	1023	1027	1022	1023	1022	119	117	119	119	121	122	120	122	121	119	G
9438	1024	1027	1023	1023	1024	1027	1023	1025	1026	1022	119	117	120	120	121	122	121	122	119	121	G
9439	1026	1024	1027	1026	1025	1024	1024	1027	1027	1020	117	118	121	122	121	120	121	121	120	119	G
9440	1026	1023	1027	1024	1024	1022	1023	1026	1024	1024	118	119	119	121	120	118	122	121	120	122	G
9441	1023	1027	1025	1023	1028	1027	1026	1024	1023	1022	117	119	119	121	119	121	122	122	121	120	G
9442	1025	1022	1024	1025	1024	1024	1025	1023	1027	1025	118	117	119	122	121	119	121	121	120	122	G
9443	1023	1027	1026	1024	1024	1027	1027	1026	1024	1024	119	118	121	119	120	121	121	122	119	122	G
9444	1026	1025	1025	1024	1024	1024	1024	1024	1025	1020	118	119	119	121	119	120	122	121	119	119	G
9445	1022	1023	1023	1022	1028	1025	1027	1027	1025	1024	118	119	121	118	120	121	120	122	121	118	G
9446	1026	1023	1025	1028	1026	1023	1024	1028	1023	1026	118	118	119	119	119	120	122	122	121	121	G
9447	1022	1028	1025	1022	1025	1023	1026	1024	1023	1024	119	119	120	122	121	118	122	122	119	121	G
9448	1022	1022	1024	1028	1024	1024	1027	1022	1025	1022	119	118	121	120	121	118	121	122	119	119	G
9449	1024	1026	1024	1026	1026	1022	1024	1026	1026	1021	118	119	120	118	120	120	121	122	119	120	G
9450	1023	1024	1026	1026	1024	1026	1026	1028	1023	1022	118	117	121	120	119	122	121	122	121	119	G
9451	1022	1022	1027	1025	1027	1022	1026	1023	1023	1021	119	117	119	120	121	118	121	121	121	118	G
9452	1024	1027	1025	1028	1026	1027	1027	1022	1025	1022	118	119	119	118	119	120	121	121	119	119	G
9453	1022	1027	1025	1027	1026	1024	1024	1024	1023	1022	118	119	121	118	119	121	120	121	119	119	G
9454	1023	1028	1024	1024	1028	1027	1027	1025	1024	1020	117	117	121	119	120	122	120	122	121	120	G
9455	1024	1023	1027	1027	1026	1025	1024	1024	1027	1021	119	119	121	120	121	121	122	122	120	122	G
9456	1022	1027	1025	1023	1024	1028	1026	1028	1025	1021	117	119	121	120	120	122	122	122	120	122	G
9457	1025	1028	1027	1027	1025	1023	1025	1022	1027	1022	117	119	120	121	120	122	120	121	121	120	G
9458	1022	1023	1023	1024	1024	1027	1023	1027	1023	1026	118	119	120	119	121	121	120	122	120	122	G
9459	1022	1024	1027	1027	1024	1023	1026	1028	1025	1026	117	119	121	119	120	119	122	121	119	119	G
9460	1025	1025	1027	1027	1025	1024	1024	1025	1023	1025	117	119	119	119	120	119	121	121	121	121	G
9461	1024	1025	1024	1027	1024	1028	1026	1025	1027	1026	117	118	121	121	119	122	122	121	121	121	G
9462	1023	1024	1027	1028	1024	1028	1027	1028	1027	1023	117	117	119	121	120	121	121	122	119	120	G
9463	1026	1022	1027	1023	1026	1022	1023	1022	1024	1026	117	119	119	122	120	119	120	121	120	119	G
9464	1022	1024	1025	1025	1024	1026	1023	1028	1027	1026	119	119	120	120	121	122	122	122	119	120	G
9465	1025	1024	1027	1023	1025	1023	1025	1025	1025	1025	119	118	120	120	121	118	120	121	119	121	G
9466	1023	1024	1027	1024	1024	1023	1026	1023	1027	1021	117	117	121	121	121	118	121	121	120	121	G
9467	1024	1023	1027	1026	1028	1028	1025	1027	1027	1024	119	118	120	118	119	121	122	121	121	121	G
9468	1022	1023	1026	1026	1027	1024	1024	1024	1024	1024	118	117	121	120	119	122	120	121	121	118	G
9469	1026	1024	1024	1028	1028	1022	1025	1027	1026	1026	119	117	119	119	119	120	120	121	119	122	G
9470	1022	1026	1026	1028	1025	1023	1026	1028	1023	1022	119	119	119	118	119	122	122	122	119	122	G
9471	1022	1028	1023	1027	1028	1026	1024	1027	1025	1020	119	119	119	122	119	120	122	122	121	118	G
9472	1025	1022	1025	1027	1028	1023	1024	1028	1023	1020	117	118	121	122	119	120	122	121	119	122	G
9473	1024	1026	1027	1024	1025	1024	1027	1025	1027	1022	118	118	119	118	121	118	122	121	120	122	G
9474	1025	1023	1025	1028	1025	1022	1026	1023	1025	1022	117	119	120	120	119	122	120	121	120	120	G
9475	1026	1025	1024	1023	1027	1024	1026	1025	1023	1023	117	118	119	118	121	120	121	122	121	121	G
9476	1022	1025	1024	1022	1026	1026	1025	1023	1024	1022	118	119	120	120	119	120	122	121	120	120	G
9477	1026	1024	1026	1027	1025	1025	1026	1024	1026	1026	117	119	120	122	120	122	121	122	119	121	G
9478	1024	1026	1027	1026	1027	1026	1026	1022	1023	1021	117	117	121	118	119	121	121	122	121	122	G
9479	1024	1025	1026	1028	1026	1022	1024	1027	1025	1025	117	117	120	122	119	122	122	122	120	118	G
9480	1022	1027	1025	1026	1027	1027	1027	1027	1023	1025	119	119	119	122	119	120	120	122	119	121	G
9481	1022	1025	1027	1025	1026	1024	1024	1028	1025	1020	119	119	119	122	119	120	122	122	121	121	G
9482	1023	1027	1025	1027	1025	1022	1027	1027	1023	1026	118	117	120	121	121	121	121	122	121	120	G
9483	1026	1022	1027	1023	1025	1022	1027	1024	1026	1020	118	119	120	119	119	121	120	121	120	120	G
9484	1025	1022	1024	1027	1027	1024	1023	1028	1023	1023	118	117	119	119	120	121	121	122	121	118	G
9485	1025	1027	1023	1026	1026	1026	1023	1024	1025	1021	117	118	119	120	120	120	120	121	120	121	G
9486	1026	1025	1024	1023	1026	1028	1025	1028	1026	1023	119	118	121	120	121	118	122	121	120	121	G
9487	1023	1022	1024	1022	1027	1027	1027	1024	1024	1026	117	119	121	119	119	122	120	122	120	118	G
9488	1025	1024	1026	1026	1027	1022	1027	1026	1025	1026	119	119	120	119	120	119	122	121	121	121	G
9489	1025	1024	1025	1027	1025	1025	1025	1024	1027	1026	118	119	120	120	120	122	120	121	120	118	G
9490	1026	1027	1026	1028	1026	1028	1024	1024	1027	1021	117	119	119	119	119	119	122	121	121	120	G
9491	1022	1026	1026	1028	1027	1022	1023	1022	1026	1026	119	118	120	122	119	118	121	122	121	122	G
9492	1026	1023	1025	1025	1027	1024	1026	1025	1025	1020	118	117	119	120	120	122	121	122	121	118	G
9493	1026	1028	1024	1024	1027	1025	1026	1022	1024	1026	117	117	120	121	121	122	122	122	121	118	G
9494	1023	1024	1027	1023	1026	1023	1026	1022	1025	1022	117	118	121	118	121	118	120	122	120	120	G
9495	1024	1022	1026	1025	1026	1027	1023	1023	1026	1023	119	119	121	120	120	120	120	121	120	119	G
9496	1026	1026	1024	1023	1026	1026	1025	1023	1025	1022	117	118	119	122	120	121	120	121	119	118	G
9497	1026	1026	1026	1025	1024	1028	1023	1026	1024	1025	117	117	119	122	121	122	120	122	119	119	G
9498	1022	1022	1024	1023	1025	1023	1025	1027	1023	1023	118	118	121	120	121	120	121	121	119	120	G
9499	1023	1022	1026	1024	1027	1025	1024	1026	1024	1023	118	117	119	122	121	119	122	122	120	122	G
9500	1026	1028	1025	1024	1026	1023	1026	1022	1025	1025	118	119	120	122	120	118	122	122	119	122	G
9501	1024	1023	1024	1026	1025	1026	1025	1023	1024	1020	117	118	120	118	121	118	120	122	121	121	G
9502	1022	1028	1024	1025	1024	1028	1025	1027	1023	1023	119	117	120	121	121	120	122	121	119	121	G
9503	1026	1025	1023	1026	1027	1023	1023	1024	1027	1025	118	118	119	122	120	122	121	121	120	120	G
9504	1024	1022	1024	1027	1025	1025	1027	1026	1026	1021	117	118	119	118	121	121	122	122	121	122	G
9505	1025	1024	1026	1028	1028	1027	1023	1024	1027	1024	118	118	119	121	120	118	120	121	119	118	G
9506	1023	1027	1023	1028	1024	1028	1024	1023	1026	1020	119	119	120	122	121	121	122	122	120	119	G
9507	1026	1025	1023	1023	1028	1022	1023	1027	1025	1021	117	119	120	118	119	118	122	121	121	121	G
9508	1025	1025	1024	1028	1024	1027	1027	1024	1026	1026	119	119	119	120	120	120	122	121	121	121	G
9509	1022	1027	1023	1022	1025	1024	1023	1025	1024	1022	117	119	121	121	120	120	120	121	121	120	G
9510	1022	1027	1027	1027	1028	1027	1023	1025	1026	1024	118	118	119	120	119	121	121	122	119	122	G
9511	1022	1028	1023	1027	1028	1022	1023	1022	1027	1025	119	119	120	121	120	119	121	121	121	118	G
9512	1024	1022	1023	1028	1025	1025	1027	1024	1026	1023	118	118	119	119	119	122	121	122	121	122	G
9513	1026	1028	1023	1025	1025	1023	1024	1023	1026	1026	118	118	119	121	120	118	121	121	121	118	G
9514	1022	1025	1027	1028	1025	1025	1024	1028	1023	1025	118	119	119	119	120	118	121	122	120	118	G
9515	1024	1025	1024	1022	1024	1024	1025	1027	1027	1025	118	118	120	119	120	118	120	122	119	120	G
9516	1022	1025	1027	1024	1024	1023	1024	1027	1026	1023	119	118	119	120	121	118	122	121	120	118	G
9517	1024	1027	1023	1028	1025	1025	1025	1025	1027	1020	118	119	119	118	121	122	122	121	121	118	G
9518	1026	1023	1027	1023	1028	1028	1025	1028	1025	1023	118	119	121	118	119	119	122	122	119	121	G
9519	1024	1023	1024	1028	1025	1028	1023	1024	1026	1025	119	117	119	121	120	118	120	121	120	121	G
9520	1026	1025	1026	1027	1028	1028	1026	1022	1023	1023	118	119	121	118	119	121	120	122	121	119	G
